-140.238,4.77459
-140.238,12.0213
-140.237,9.45793
-140.236,11.5727
-140.236,18.0607
-140.235,24.7941
-140.235,19.8216
-140.234,18.6931
-140.233,19.6315
-140.233,17.9614
-140.232,18.9481
-140.232,20.3340
-140.231,17.3885
-140.230,16.2380
-140.230,18.9144
-140.229,20.9166
-140.228,29.9652
-140.228,30.5289
-140.227,26.8598
-140.227,29.2946
-140.226,31.5324
-140.225,25.4372
-140.225,15.2372
-140.224,10.2996
-140.224,10.6610
-140.223,5.11597
-140.222,4.04280
-140.222,13.5347
-140.221,14.4275
-140.220,10.9169
-140.220,11.4817
-140.219,12.9503
-140.219,17.0831
-140.218,6.89576
-140.217,-0.130440
-140.217,3.27727
-140.216,2.93263
-140.216,3.24837
-140.215,-1.96025
-140.214,1.16456
-140.214,-2.71480
-140.213,1.75619
-140.212,2.52416
-140.212,6.47447
-140.211,11.3939
-140.211,9.13268
-140.210,8.96534
-140.209,10.9820
-140.209,11.4283
-140.208,18.6664
-140.208,19.5385
-140.207,16.4348
-140.206,17.9558
-140.206,16.9462
-140.205,9.55940
-140.205,5.67645
-140.204,5.98898
-140.203,9.68573
-140.203,9.23289
-140.202,7.65133
-140.201,7.31225
-140.201,7.42650
-140.200,11.8834
-140.200,10.8975
-140.199,13.0863
-140.198,13.4720
-140.198,15.2470
-140.197,16.2622
-140.197,16.3022
-140.196,21.2979
-140.195,22.6202
-140.195,18.9648
-140.194,14.7000
-140.193,12.7953
-140.193,11.7235
-140.192,12.8079
-140.192,9.30211
-140.191,7.70196
-140.190,13.3661
-140.190,17.9742
-140.189,18.5996
-140.189,15.4020
-140.188,17.1142
-140.187,18.5785
-140.187,11.5768
-140.186,8.20998
-140.185,4.87672
-140.185,3.54516
-140.184,6.44932
-140.184,5.51615
-140.183,4.25735
-140.182,-4.26625
-140.182,-12.6439
-140.181,-6.63035
-140.181,-3.20719
-140.180,-2.92440
-140.179,3.57744
-140.179,8.58176
-140.178,6.58848
-140.177,7.16101
-140.177,2.82826
-140.176,13.1869
-140.176,21.4391
-140.175,21.9079
-140.174,16.2501
-140.174,14.8873
-140.173,15.2394
-140.173,16.2731
-140.172,13.6527
-140.171,7.81478
-140.171,0.398941
-140.170,8.64992
-140.170,13.5851
-140.169,13.1864
-140.168,11.7828
-140.168,8.08741
-140.167,7.82642
-140.166,8.40364
-140.166,12.1023
-140.165,18.8502
-140.165,16.4126
-140.164,15.9490
-140.163,17.2302
-140.163,17.3437
-140.162,9.29213
-140.162,1.45172
-140.161,-1.44486
-140.160,6.27006
-140.160,9.11087
-140.159,5.66143
-140.158,3.99454
-140.158,3.52783
-140.157,3.58468
-140.157,3.45374
-140.156,7.06539
-140.155,4.71088
-140.155,6.78964
-140.154,10.2605
-140.154,6.67782
-140.153,11.5911
-140.152,10.3683
-140.152,8.51018
-140.151,9.82537
-140.150,10.9237
-140.150,12.6037
-140.149,5.71832
-140.149,-0.975010
-140.148,6.92255
-140.147,13.3671
-140.147,13.5395
-140.146,7.31481
-140.146,3.08719
-140.145,5.30432
-140.144,6.44916
-140.144,10.6871
-140.143,13.2777
-140.142,8.40413
-140.142,12.0790
-140.141,14.8298
-140.141,17.1628
-140.140,15.7795
-140.139,8.60294
-140.139,9.08635
-140.138,13.7188
-140.138,17.0874
-140.137,13.5366
-140.136,14.2935
-140.136,14.1503
-140.135,11.3044
-140.135,12.2518
-140.134,17.0224
-140.133,21.7791
-140.133,25.8058
-140.132,19.9919
-140.131,20.5159
-140.131,17.0036
-140.130,16.6939
-140.130,16.3466
-140.129,14.9915
-140.128,14.6932
-140.128,13.5111
-140.127,16.9841
-140.127,18.0039
-140.126,8.41859
-140.125,6.39228
-140.125,4.48708
-140.124,8.78656
-140.123,12.5121
-140.123,10.0188
-140.122,9.04413
-140.122,12.7577
-140.121,14.5711
-140.120,13.3984
-140.120,13.1490
-140.119,15.3380
-140.119,10.1415
-140.118,6.61878
-140.117,5.31315
-140.117,2.72266
-140.116,4.28212
-140.115,4.30574
-140.115,8.04693
-140.114,6.87821
-140.114,2.19713
-140.113,0.197209
-140.112,0.699585
-140.112,1.19830
-140.111,2.15014
-140.111,1.00670
-140.110,5.53788
-140.109,10.4048
-140.109,11.5356
-140.108,9.79813
-140.107,8.88200
-140.107,14.2086
-140.106,16.7301
-140.106,15.9461
-140.105,16.7082
-140.104,15.6068
-140.104,13.1297
-140.103,13.1541
-140.103,18.3839
-140.102,22.1139
-140.101,19.5759
-140.101,16.4982
-140.100,18.4976
-140.100,17.7072
-140.099,17.2374
-140.098,11.8119
-140.098,14.2812
-140.097,15.4830
-140.096,17.0624
-140.096,22.0855
-140.095,22.4416
-140.095,22.3655
-140.094,17.7300
-140.093,12.8143
-140.093,14.0287
-140.092,11.5679
-140.092,6.53153
-140.091,14.6124
-140.090,17.1114
-140.090,21.5652
-140.089,16.0157
-140.088,16.0465
-140.088,13.3226
-140.087,11.4341
-140.087,14.5330
-140.086,14.6773
-140.085,8.71341
-140.085,8.82206
-140.084,13.3162
-140.084,17.8343
-140.083,17.8378
-140.082,9.34980
-140.082,3.67280
-140.081,5.65779
-140.080,13.2915
-140.080,13.1601
-140.079,9.91724
-140.079,17.2082
-140.078,19.3913
-140.077,18.5953
-140.077,17.2759
-140.076,18.5768
-140.076,15.9785
-140.075,7.96205
-140.074,6.41390
-140.074,11.1279
-140.073,20.6206
-140.072,26.7649
-140.072,21.4256
-140.071,14.5407
-140.071,14.7211
-140.070,10.0220
-140.069,11.9285
-140.069,10.0145
-140.068,6.84770
-140.068,9.69758
-140.067,14.9001
-140.066,18.3109
-140.066,13.4145
-140.065,9.11117
-140.065,8.96125
-140.064,7.97715
-140.063,5.04518
-140.063,9.65527
-140.062,20.8132
-140.061,20.6141
-140.061,11.2448
-140.060,11.4040
-140.060,15.5440
-140.059,12.7221
-140.058,0.971722
-140.058,-0.261183
-140.057,5.33855
-140.057,5.07734
-140.056,5.99503
-140.055,10.3736
-140.055,14.7644
-140.054,15.8601
-140.053,9.45346
-140.053,6.08660
-140.052,10.1253
-140.052,15.9505
-140.051,14.6854
-140.050,17.5969
-140.050,20.3374
-140.049,17.2075
