-129.907,7.45030
-129.906,9.61908
-129.906,10.9817
-129.905,8.62359
-129.905,8.27419
-129.905,10.9502
-129.904,14.0711
-129.904,14.4593
-129.903,11.6165
-129.903,11.0515
-129.902,12.7181
-129.902,12.9357
-129.901,10.9619
-129.901,10.5060
-129.900,10.9609
-129.900,9.50367
-129.900,9.69282
-129.899,12.6276
-129.899,18.2990
-129.898,20.2561
-129.898,19.1590
-129.897,20.2578
-129.897,19.6726
-129.896,17.9327
-129.896,17.0075
-129.895,16.1479
-129.895,15.8266
-129.895,17.0047
-129.894,18.1331
-129.894,19.2992
-129.893,16.8841
-129.893,13.9250
-129.892,10.8050
-129.892,10.0925
-129.891,8.95938
-129.891,7.63649
-129.890,5.34495
-129.890,6.65689
-129.889,8.75021
-129.889,9.82163
-129.889,11.2264
-129.888,11.3567
-129.888,10.3433
-129.887,8.74190
-129.887,10.4473
-129.886,12.4118
-129.886,12.7495
-129.885,12.6264
-129.885,12.2423
-129.884,13.2191
-129.884,15.4550
-129.884,16.2162
-129.883,14.7140
-129.883,12.0292
-129.882,11.4489
-129.882,11.1409
-129.881,11.8999
-129.881,11.8131
-129.880,11.5360
-129.880,12.0588
-129.879,12.5477
-129.879,13.2927
-129.879,13.9204
-129.878,13.6393
-129.878,13.8130
-129.877,13.1455
-129.877,14.3796
-129.876,19.1202
-129.876,20.8505
-129.875,20.0540
-129.875,19.6517
-129.874,16.6500
-129.874,11.2144
-129.874,9.64020
-129.873,9.94123
-129.873,11.4639
-129.872,12.1253
-129.872,11.4768
-129.871,9.56216
-129.871,8.74211
-129.870,8.26394
-129.870,8.80362
-129.869,11.3794
-129.869,11.9376
-129.868,12.8244
-129.868,11.7619
-129.868,8.58375
-129.867,9.44792
-129.867,11.4934
-129.866,14.4083
-129.866,18.0734
-129.865,19.7313
-129.865,18.9956
-129.864,17.0686
-129.864,16.7683
-129.863,17.0415
-129.863,18.9532
-129.863,18.5088
-129.862,15.5046
-129.862,15.7642
-129.861,17.5346
-129.861,16.4538
-129.860,13.7984
-129.860,10.7906
-129.859,9.47442
-129.859,10.7524
-129.858,13.3619
-129.858,12.2442
-129.858,11.7165
-129.857,12.1482
-129.857,11.2763
-129.856,6.26567
-129.856,4.84812
-129.855,10.3533
-129.855,16.3355
-129.854,19.0140
-129.854,18.2965
-129.853,15.6266
-129.853,11.4845
-129.853,10.3571
-129.852,9.40456
-129.852,9.03603
-129.851,13.3862
-129.851,14.4360
-129.850,13.3624
-129.850,11.9228
-129.849,12.3535
-129.849,16.8719
-129.848,14.3358
-129.848,10.8777
-129.847,11.4925
-129.847,10.8628
-129.847,10.2694
-129.846,9.02229
-129.846,7.46504
-129.845,8.46060
-129.845,8.56322
-129.844,7.57669
-129.844,6.94997
-129.843,7.60263
-129.843,9.28717
-129.842,8.00165
-129.842,7.47653
-129.842,7.01400
-129.841,7.20396
-129.841,9.73906
-129.840,12.2346
-129.840,12.3137
-129.839,12.5659
-129.839,12.2861
-129.838,12.8623
-129.838,14.7359
-129.837,15.5035
-129.837,17.7278
-129.837,17.7840
-129.836,14.9222
-129.836,13.7544
-129.835,12.4420
-129.835,12.1080
-129.834,14.9377
-129.834,18.2157
-129.833,17.3061
-129.833,12.7753
-129.832,10.1707
-129.832,11.9371
-129.832,14.8655
-129.831,15.1476
-129.831,11.1713
-129.830,10.1254
-129.830,8.22197
-129.829,9.27926
-129.829,10.1476
-129.828,10.4965
-129.828,11.3702
-129.827,12.8640
-129.827,13.4452
-129.827,15.0816
-129.826,12.4594
-129.826,8.69725
-129.825,9.28524
-129.825,10.5016
-129.824,11.5047
-129.824,13.8522
-129.823,12.4711
-129.823,9.36776
-129.822,10.1124
-129.822,9.90512
-129.821,9.45520
-129.821,10.5649
-129.821,12.0810
-129.820,15.0455
-129.820,16.4665
-129.819,15.1799
-129.819,16.8746
-129.818,17.6866
-129.818,16.8482
-129.817,19.1544
-129.817,18.4873
-129.816,16.5435
-129.816,19.3940
-129.816,21.2240
-129.815,21.1193
-129.815,19.6583
-129.814,15.9778
-129.814,10.2414
-129.813,8.78359
-129.813,10.6078
-129.812,12.8394
-129.812,12.8136
-129.811,15.4344
-129.811,13.1810
-129.811,8.67287
-129.810,7.65780
-129.810,11.0938
-129.809,13.7918
-129.809,11.5845
-129.808,8.41025
-129.808,8.89108
-129.807,10.6938
-129.807,13.3056
-129.806,15.3430
-129.806,15.1415
-129.806,14.6055
-129.805,13.5284
-129.805,12.7636
-129.804,11.7708
-129.804,11.4802
-129.803,11.5659
-129.803,11.7546
-129.802,11.6449
-129.802,13.6110
-129.801,15.3260
-129.801,14.5117
-129.800,11.6189
-129.800,10.8940
-129.800,9.28609
-129.799,6.70137
-129.799,6.88203
-129.798,9.11509
-129.798,12.1762
-129.797,13.7839
-129.797,14.0013
-129.796,14.5363
-129.796,15.9349
-129.795,13.7427
-129.795,13.2008
-129.795,15.9191
-129.794,17.8880
-129.794,16.9602
-129.793,15.9517
-129.793,12.8018
-129.792,9.27380
-129.792,6.05548
-129.791,7.79434
-129.791,9.23466
-129.790,10.5859
-129.790,11.0645
-129.790,10.9254
-129.789,12.3539
-129.789,14.0237
-129.788,12.7491
-129.788,11.6159
-129.787,12.6840
-129.787,12.4027
-129.786,14.7654
-129.786,16.2188
-129.785,15.0908
-129.785,9.92799
-129.785,6.62478
-129.784,9.14033
-129.784,11.1261
-129.783,10.6073
-129.783,10.9006
-129.782,8.15086
-129.782,5.72771
-129.781,6.31052
-129.781,5.97049
-129.780,5.35841
-129.780,6.35162
-129.780,9.97114
-129.779,15.2445
-129.779,17.9012
-129.778,19.5649
-129.778,18.6809
-129.777,15.6409
-129.777,12.5370
-129.776,9.25932
-129.776,6.94902
-129.775,8.89803
-129.775,11.8037
-129.774,16.6501
-129.774,13.2188
-129.774,7.86072
-129.773,6.62966
-129.773,5.50649
-129.772,4.90051
-129.772,7.67407
-129.771,12.0676
-129.771,12.2546
-129.770,11.8756
-129.770,15.3123
-129.769,16.0020
-129.769,13.4690
-129.769,14.2224
-129.768,14.7542
-129.768,14.1871
-129.767,11.6967
-129.767,12.1531
-129.766,12.7511
-129.766,12.8074
-129.765,9.32295
-129.765,7.94908
-129.764,7.91142
-129.764,9.07157
-129.764,13.1714
-129.763,15.4295
-129.763,12.5890
-129.762,9.79346
-129.762,10.4491
-129.761,9.89461
-129.761,10.4489
-129.760,8.82342
-129.760,7.88800
-129.759,10.0280
-129.759,12.2392
-129.759,12.0046
-129.758,11.2661
-129.758,11.0777
-129.757,9.10916
-129.757,10.4357
-129.756,12.9526
-129.756,11.7721
-129.755,11.7468
-129.755,11.4763
-129.754,7.68605
-129.754,5.07629
-129.753,7.03185
-129.753,10.9018
-129.753,12.7210
-129.752,13.3050
-129.752,15.7193
-129.751,14.8248
-129.751,10.4500
-129.750,7.78661
-129.750,6.74784
-129.749,9.25341
-129.749,8.67972
-129.748,8.12564
-129.748,9.88558
-129.748,12.7908
-129.747,15.3542
-129.747,16.1101
-129.746,15.8676
-129.746,16.8379
-129.745,16.9323
-129.745,16.9640
-129.744,15.5712
-129.744,11.5291
-129.743,8.60316
-129.743,9.68478
-129.743,12.3216
-129.742,11.5494
-129.742,10.7281
-129.741,12.8468
-129.741,16.1779
-129.740,19.8946
-129.740,18.9633
-129.739,16.4494
-129.739,14.7732
-129.738,14.9471
-129.738,16.4808
-129.738,16.9099
-129.737,13.8994
-129.737,11.4343
-129.736,13.3139
-129.736,15.7158
-129.735,14.7723
-129.735,10.7803
-129.734,8.19552
-129.734,8.04714
-129.733,5.87579
-129.733,8.07717
-129.732,11.4895
-129.732,13.3693
-129.732,15.7706
-129.731,15.1613
-129.731,14.7714
-129.730,14.4922
-129.730,13.9533
